1.166,1.251,1.738,2.017,2.705,3.439,4.225,1.166,1.251,1.738,2.017,2.705,3.439,4.225,1.166,1.251,1.738,2.017,2.705,3.439,4.225,100.000,100.000,100.000,100.000,100.000,100.000
1.166,1.371,2.073,2.227,2.757,3.146,4.002,1.166,1.371,2.073,2.227,2.757,3.146,4.002,1.166,1.371,2.073,2.227,2.757,3.146,4.002,100.000,100.000,100.000,100.000,100.000,100.000
1.166,1.371,1.996,1.921,2.795,2.901,3.285,1.166,1.371,1.996,1.921,2.795,2.901,3.285,1.166,1.371,1.996,1.921,2.795,2.901,3.285,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.944,1.038,0.953,0.925,0.951,1.097,0.96,0.944,1.038,0.953,0.925,0.951,1.097,0.96,0.944,1.038,0.953,0.925,0.951,1.097,0.96,100.000,100.000,100.000,100.000,100.000,100.000
7.87,8.904,9.122,8.241,7.867,7.999,8.629,7.87,8.904,9.122,8.241,7.867,7.999,8.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.478,0.657,8.482,0.464,0.591,8.058,8.131,0.478,0.657,8.482,0.464,0.591,8.058,8.131,0.478,0.657,8.482,0.464,0.591,8.058,8.131,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
8.125,7.866,8.15,8.28,1.483,1.624,1.851,8.125,7.866,8.15,8.28,1.483,1.624,1.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
4.364,4.641,4.987,5.022,6.267,8.328,7.842,4.364,4.641,4.987,5.022,6.267,8.328,7.842,4.364,4.641,4.987,5.022,6.267,8.328,7.842,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.531,8.947,9.116,9.303,8.865,9.045,8.921,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
8.531,8.947,9.116,9.303,8.865,9.045,8.921,8.531,8.947,9.116,9.303,8.865,9.045,8.921,8.531,8.947,9.116,9.303,8.865,9.045,8.921,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.736,7.877,8.062,7.896,9.031,8.926,9.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.475,0.471,0.495,0.518,0.548,0.653,0.631,0.475,0.471,0.495,0.518,0.548,0.653,0.631,100.000,100.000,100.000,100.000,100.000,100.000
8.018,7.698,7.304,9.277,1.578,1.677,1.963,8.018,7.698,7.304,9.277,1.578,1.677,1.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.199,1.237,1.199,1.202,1.229,1.392,1.42,1.199,1.237,1.199,1.202,1.229,1.392,1.42,100.000,100.000,100.000,100.000,100.000,100.000
1.192,1.475,1.389,1.481,1.82,2.15,2.24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.192,1.475,1.389,1.481,1.82,2.15,2.24,100.000,100.000,100.000,100.000,100.000,100.000
1.166,1.133,1.244,1.268,1.868,1.699,2.011,1.166,1.133,1.244,1.268,1.868,1.699,2.011,1.166,1.133,1.244,1.268,1.868,1.699,2.011,100.000,100.000,100.000,100.000,100.000,100.000
1.166,1.133,1.244,1.268,1.868,1.699,2.011,1.166,1.133,1.244,1.268,1.868,1.699,2.011,1.166,1.133,1.244,1.268,1.868,1.699,2.011,100.000,100.000,100.000,100.000,100.000,100.000
1.166,1.156,1.244,1.268,1.869,1.725,1.967,1.166,1.156,1.244,1.268,1.869,1.725,1.967,1.166,1.156,1.244,1.268,1.869,1.725,1.967,100.000,100.000,100.000,100.000,100.000,100.000
1.204,1.198,1.255,2.549,3.24,4.409,4.612,1.204,1.198,1.255,2.549,3.24,4.409,4.612,1.204,1.198,1.255,2.549,3.24,4.409,4.612,100.000,100.000,100.000,100.000,100.000,100.000
1.204,1.173,1.555,2.545,3.251,4.063,4.745,1.204,1.173,1.555,2.545,3.251,4.063,4.745,1.204,1.173,1.555,2.545,3.251,4.063,4.745,100.000,100.000,100.000,100.000,100.000,100.000
1.204,1.175,1.465,2.46,3.593,4.094,4.753,1.204,1.175,1.465,2.46,3.593,4.094,4.753,1.204,1.175,1.465,2.46,3.593,4.094,4.753,100.000,100.000,100.000,100.000,100.000,100.000
8.759,8.824,8.662,7.918,9.096,8.655,9.223,8.759,8.824,8.662,7.918,9.096,8.655,9.223,8.759,8.824,8.662,7.918,9.096,8.655,9.223,100.000,100.000,100.000,100.000,100.000,100.000
8.143,8.848,8.93,9.211,1.398,1.703,8.392,8.143,8.848,8.93,9.211,1.398,1.703,8.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,100.000
